Dim,Sparsity,convertMmcc,mmccConvert
100.0,0.1,0.6399999999703141,0.009999999999763531
100.0,0.2,0.6499999999941792,0.01000000000021828
100.0,0.3,0.5249999999941792,0.009999999999763531
100.0,0.4,0.6049999999995634,0.8699999999998909
100.0,0.5,0.4850000000005821,0.01000000000021828
100.0,0.6,0.01000000000021828,0.009999999999763531
100.0,0.6998,0.6200000000098953,0.0
100.0,0.8,0.7449999999553256,0.009999999999763531
100.0,0.9,0.8300000000140244,0.2699999999999818
200.0,0.1,2.0050000000337604,0.03999999999996362
200.0,0.2,2.099999999962165,0.03999999999996362
200.0,0.3,2.3850000000165887,0.09999999999990904
200.0,0.4,3.220000000030268,0.0500000000001819
200.0,0.5,2.3050000000221194,0.04999999999972715
200.0,0.6,0.09000000000014552,0.05999999999994542
200.0,0.69995,2.1800000000012005,0.03000000000020009
200.0,0.8,1.7649999999994184,0.05999999999994542
200.0,0.9,2.4400000000132427,0.0500000000001819
300.0,0.1,2.794999999983702,0.15000000000009095
300.0,0.2,2.610000000007858,0.11000000000012733
300.0,0.3,2.464999999989232,1.9600000000000364
300.0,0.4,2.479999999995925,0.07000000000016371
300.0,0.5,2.4749999999476127,0.09000000000014552
300.0,0.6,0.22000000000025466,0.09999999999990904
300.0,0.6999777777777778,2.6900000000023283,0.1200000000003456
300.0,0.8,2.7599999999947613,0.2400000000002365
300.0,0.9,3.319999999992433,0.07000000000016371
400.0,0.1,9.165000000000873,0.2100000000000364
400.0,0.2,9.244999999995343,0.7000000000002728
400.0,0.3,8.994999999995342,0.3400000000001455
400.0,0.4,7.164999999993597,2.1099999999996726
400.0,0.5,7.3249999999825395,0.3500000000003638
400.0,0.6,2.3700000000003456,0.7199999999997999
400.0,0.6999875,8.355000000039581,0.6400000000003274
400.0,0.8,6.599999999991269,0.25999999999976353
400.0,0.9,6.8099999999976735,0.17000000000007276
500.0,0.1,10.304999999993015,0.2100000000000364
500.0,0.2,10.934999999997673,0.3699999999998909
500.0,0.3,9.814999999987775,1.0900000000001455
500.0,0.4,7.775000000008732,0.3800000000001091
500.0,0.5,9.119999999980793,0.3900000000003274
500.0,0.6,0.48000000000047294,0.2399999999997817
500.0,0.6999920000000001,10.649999999994181,0.19000000000050926
500.0,0.8,9.715000000003783,0.3500000000003638
500.0,0.9,8.795000000012807,2.5
600.0,0.1,13.800000000046566,3.149999999999636
600.0,0.2,14.100000000005824,2.3800000000001087
600.0,0.3,12.174999999988355,0.6199999999998909
600.0,0.4,11.690000000009606,2.7199999999998
600.0,0.5,15.204999999987194,2.8899999999998727
600.0,0.6,0.6400000000003274,0.29999999999972715
600.0,0.6999944444444445,14.09000000001106,0.2899999999999636
600.0,0.8,14.89999999999054,0.4100000000003092
600.0,0.9,13.135000000002035,0.6600000000003092
700.0,0.1,17.489999999990687,1.050000000000182
700.0,0.2,17.6650000000227,1.3699999999998909
700.0,0.3,17.390000000003056,0.5499999999997272
700.0,0.4,17.069999999992433,0.5799999999999272
700.0,0.5,19.944999999992433,0.9800000000000182
700.0,0.6,1.7400000000002365,0.7599999999997635
700.0,0.699995918367347,18.245000000009888,0.6700000000000728
700.0,0.8,18.190000000009604,0.4800000000000182
700.0,0.9,15.914999999989961,0.5900000000001455
800.0,0.1,25.570000000036092,0.5999999999999089
800.0,0.2,26.175000000006552,0.6399999999998727
800.0,0.3,27.150000000005093,0.8199999999997092
800.0,0.4,26.3650000000016,0.7799999999997453
800.0,0.5,25.915000000000877,0.7200000000002547
800.0,0.6,3.4400000000000546,0.7699999999999818
800.0,0.699996875,25.904999999995198,1.2400000000002365
800.0,0.8,24.039999999979038,1.1599999999998545
800.0,0.9,25.734999999993313,1.6799999999998363
900.0,0.1,32.974999999962165,2.7399999999997817
900.0,0.2,32.005000000062864,2.569999999999709
900.0,0.3,29.029999999995198,1.2599999999997635
900.0,0.4,29.26499999999942,2.5
900.0,0.5,33.44000000001688,3.2100000000000364
900.0,0.6,6.920000000000073,3.0199999999999823
900.0,0.6999975308641976,30.630000000004653,3.2199999999998
900.0,0.8,32.074999999982545,2.9699999999998
900.0,0.9,31.19499999999971,1.1200000000003456
1000.0,0.1,45.03500000000349,2.8400000000001446
1000.0,0.2,36.6699999999837,1.5199999999995268
1000.0,0.3,38.804999999993015,1.6300000000001091
1000.0,0.4,40.98500000000786,3.680000000000291
1000.0,0.5,40.7049999999581,1.7800000000006548
1000.0,0.6,5.449999999999819,2.6199999999998917
1000.0,0.699998,35.960000000020955,1.5399999999999636
1000.0,0.8,39.00999999998021,2.8900000000003274
1000.0,0.9,38.684999999990396,1.269999999999527
1100.0,0.1,49.80999999996857,2.220000000000028
1100.0,0.2,51.51500000001397,1.7200000000000273
1100.0,0.3,49.26000000000386,4.609999999999902
1100.0,0.4,52.81000000001222,1.7000000000000457
1100.0,0.5,49.97000000000662,5.159999999999855
1100.0,0.6,6.319999999999938,2.7699999999999823
1100.0,0.699998347107438,50.91000000000349,3.0
1100.0,0.8,55.21999999999389,3.7699999999999823
1100.0,0.9,49.04500000002736,3.869999999999891
1200.0,0.1,63.04499999996915,1.900000000000091
1200.0,0.2,68.18499999996857,2.5300000000002
1200.0,0.3,64.60999999995693,2.650000000000091
1200.0,0.4,59.490000000005246,6.350000000000364
1200.0,0.5,56.7050000000163,2.6399999999998727
1200.0,0.6,8.010000000000218,3.049999999999727
1200.0,0.6999986111111111,62.88000000000466,1.8200000000001642
1200.0,0.8,60.885000000009306,2.9400000000000546
1200.0,0.9,66.81500000000233,3.2600000000002183
1300.0,0.1,74.52500000001238,4.940000000000055
1300.0,0.2,88.43000000002577,3.4299999999998363
1300.0,0.3,77.55000000000291,3.5299999999997453
1300.0,0.4,78.89500000001863,2.6299999999996544
1300.0,0.5,86.99000000000886,2.949999999999818
1300.0,0.6,5.599999999999909,3.9200000000000728
1300.0,0.6999988165680473,79.42499999998836,3.4899999999997817
1300.0,0.8,74.18999999999505,3.8299999999999272
1300.0,0.9,77.96999999996844,3.4600000000000364
1400.0,0.1,92.61499999999796,3.469999999999345
1400.0,0.2,87.04000000001543,3.909999999999856
1400.0,0.3,94.30499999999302,3.710000000000037
1400.0,0.4,96.66500000000087,3.1899999999996003
1400.0,0.5,99.23999999998341,3.8300000000008367
1400.0,0.6,7.2100000000000355,3.2200000000002547
1400.0,0.6999989795918368,96.69000000000959,4.760000000000217
1400.0,0.8,97.3799999999901,3.5700000000006185
1400.0,0.9,89.11999999999534,4.1899999999996
1500.0,0.1,107.87999999998465,4.509999999999991
1500.0,0.2,109.66999999998006,3.2100000000000364
1500.0,0.3,124.08000000000177,4.860000000000127
1500.0,0.4,121.92999999999302,4.730000000000018
1500.0,0.5,121.41499999999724,4.089999999999918
1500.0,0.6,7.309999999999945,5.740000000000008
1500.0,0.6999991111111111,113.94499999999245,3.7300000000000177
1500.0,0.8,105.69500000000698,3.8799999999998818
1500.0,0.9,123.51500000000486,4.529999999999973
1600.0,0.1,139.77500000000146,5.419999999999845
1600.0,0.2,117.20500000000177,4.009999999999991
1600.0,0.3,131.92999999997843,4.339999999999918
1600.0,0.4,129.0450000000055,4.230000000000018
1600.0,0.5,139.9300000000003,5.0
1600.0,0.6,11.25,4.369999999999891
1600.0,0.69999921875,130.69499999997788,4.099999999999909
1600.0,0.8,145.76500000002852,3.5399999999999636
1600.0,0.9,134.0650000000023,4.129999999999882
1700.0,0.1,148.42999999997846,5.069999999999709
1700.0,0.2,161.349999999984,5.3400000000001455
1700.0,0.3,151.2000000000116,3.8599999999996726
1700.0,0.4,143.17000000000553,3.8400000000001455
1700.0,0.5,172.9250000000029,4.430000000000291
1700.0,0.6,10.100000000000364,4.75
1700.0,0.6999993079584775,149.65500000001342,7.670000000000073
1700.0,0.8,156.16500000000087,5.0799999999999255
1700.0,0.9,172.75,4.539999999999964
1800.0,0.1,192.27500000000146,7.029999999999973
1800.0,0.2,193.26499999999942,6.269999999999982
1800.0,0.3,192.0199999999913,5.32000000000005
1800.0,0.4,195.49000000000527,5.909999999999968
1800.0,0.5,184.98000000001045,5.5
1800.0,0.6,11.379999999999995,5.440000000000055
1800.0,0.6999993827160493,172.0149999999994,5.559999999999945
1800.0,0.8,188.6550000000134,4.740000000000009
1800.0,0.9,197.3150000000169,5.180000000000007
1900.0,0.1,215.37499999999272,6.6899999999996
1900.0,0.2,212.2950000000274,6.8100000000004
1900.0,0.3,220.84000000001842,6.1099999999996735
1900.0,0.4,228.34500000000844,5.869999999999893
1900.0,0.5,205.98500000000058,7.170000000000073
1900.0,0.6,15.340000000000146,5.899999999999636
1900.0,0.6999994459833795,192.73499999998603,6.329999999999927
1900.0,0.8,223.2600000000166,6.930000000000291
1900.0,0.9,213.0100000000239,6.400000000000546
2000.0,0.1,227.40999999997442,7.270000000000437
2000.0,0.2,245.3350000000209,6.430000000000291
2000.0,0.3,232.5850000000064,7.350000000000364
2000.0,0.4,226.92000000000556,8.709999999999127
2000.0,0.5,233.9750000000204,7.1899999999996
2000.0,0.6,14.64000000000033,7.949999999999817
2000.0,0.6999995,244.11500000000527,6.6099999999996735
2000.0,0.8,249.11499999999063,7.470000000000255
2000.0,0.9,237.45500000001633,7.199999999999817
2100.0,0.1,305.66500000000815,7.5
2100.0,0.2,289.53499999999264,7.980000000000018
2100.0,0.3,276.5549999999348,8.420000000000073
2100.0,0.4,272.30500000002206,7.369999999999893
2100.0,0.5,266.94500000000335,6.849999999999909
2100.0,0.6,16.33999999999969,7.620000000000346
2100.0,0.6999995464852607,275.1849999999977,9.179999999999836
2100.0,0.8,281.4899999999907,7.829999999999927
2100.0,0.9,280.71500000000384,8.680000000000064
2200.0,0.1,317.7299999999814,7.650000000000091
2200.0,0.2,334.4149999999863,7.0399999999999645
2200.0,0.3,323.0650000000023,10.949999999999818
2200.0,0.4,341.30000000000285,10.389999999999874
2200.0,0.5,310.7749999999942,9.5
2200.0,0.6,16.300000000000182,8.359999999999673
2200.0,0.6999995867768595,308.9800000000105,9.670000000000073
2200.0,0.8,327.015000000014,8.920000000000073
2200.0,0.9,308.09500000001213,8.5300000000002
2300.0,0.1,382.729999999996,9.069999999948775
2300.0,0.2,391.8200000000071,9.660000000032595
2300.0,0.3,399.05999999993935,8.720000000088477
2300.0,0.4,385.01999999998947,9.85999999998603
2300.0,0.5,388.609999999986,9.139999999897556
2300.0,0.6,359.41000000003265,9.939999999944119
2300.0,0.6999996219281663,395.55999999999773,9.829999999958089
2300.0,0.8,387.65000000002334,9.650000000023283
2300.0,0.9,382.44000000000227,10.539999999920838
2400.0,0.1,397.55000000001746,10.730000000000018
2400.0,0.2,418.52999999999884,9.86999999999989
2400.0,0.3,379.8199999999997,11.659999999999854
2400.0,0.4,406.5,10.960000000000038
2400.0,0.5,392.48000000001053,10.209999999999582
2400.0,0.6,21.25,9.309999999999944
2400.0,0.6999996527777778,422.06000000001586,9.940000000000056
2400.0,0.8,371.78000000001333,9.75
2400.0,0.9,385.3400000000111,8.900000000000091
2500.0,0.1,444.5950000000012,11.049999999999272
2500.0,0.2,467.99999999999267,10.139999999999418
2500.0,0.3,447.00499999997567,10.25
2500.0,0.4,419.7949999999546,11.520000000000437
2500.0,0.5,468.37500000000733,10.849999999999454
2500.0,0.6,23.25,11.239999999999783
2500.0,0.69999968,449.345000000023,9.319999999999707
2500.0,0.8,436.1800000000368,9.75
2500.0,0.9,453.35500000000326,14.229999999999563
2600.0,0.1,490.765000000014,11.089999999999918
2600.0,0.2,486.35499999999587,10.519999999999982
2600.0,0.3,501.3699999999663,11.19999999999993
2600.0,0.4,487.95999999997736,11.169999999999963
2600.0,0.5,495.4650000000256,10.289999999999964
2600.0,0.6,20.069999999999933,10.96000000000015
2600.0,0.6999997041420118,505.9300000000076,11.379999999999995
2600.0,0.8,510.71000000002283,12.090000000000035
2600.0,0.9,531.320000000007,11.419999999999964
2700.0,0.1,574.7300000000105,10.060000000000002
2700.0,0.2,555.864999999998,12.060000000000002
2700.0,0.3,570.1199999999881,11.740000000000007
2700.0,0.4,535.1349999999948,15.670000000000002
2700.0,0.5,543.5049999999849,14.629999999999995
2700.0,0.6,24.079999999999984,11.810000000000002
2700.0,0.6999997256515775,581.4799999999957,10.230000000000018
2700.0,0.8,559.2400000000222,12.589999999999973
2700.0,0.9,587.5499999999956,12.34
2800.0,0.1,608.9349999999687,12.519999999999527
2800.0,0.2,609.1500000000233,12.260000000000215
2800.0,0.3,637.8749999999709,12.389999999999418
2800.0,0.4,604.3999999999869,15.599999999999454
2800.0,0.5,600.6500000000233,13.050000000000182
2800.0,0.6,30.590000000000142,12.85999999999967
2800.0,0.6999997448979591,597.0450000000055,12.850000000000366
2800.0,0.8,625.959999999992,13.929999999999385
2800.0,0.9,649.1699999999619,12.89000000000033
2900.0,0.1,686.3899999999994,13.079999999999929
2900.0,0.2,718.3950000000294,13.480000000000016
2900.0,0.3,694.0050000000048,14.230000000000016
2900.0,0.4,667.8649999999761,13.299999999999955
2900.0,0.5,651.0849999999991,12.460000000000036
2900.0,0.6,27.210000000000036,15.179999999999836
2900.0,0.6999997621878716,702.6349999999803,15.559999999999945
2900.0,0.8,667.495000000039,12.190000000000055
2900.0,0.9,684.4249999999884,13.929999999999836
3000.0,0.1,721.1649999999936,14.420000000000071
3000.0,0.2,735.7199999999866,14.740000000000231
3000.0,0.3,764.0599999999977,14.36999999999989
3000.0,0.4,753.680000000022,14.449999999999818
3000.0,0.5,748.2950000000128,15.180000000000293
3000.0,0.6,28.49000000000024,14.779999999999745
3000.0,0.6999997777777778,720.3050000000221,14.329999999999929
3000.0,0.8,732.9049999999988,14.25
3000.0,0.9,770.344999999994,13.960000000000036
